id,country,url
2798,Мальдивская Республика,https://api.hh.ru/areas/2798
2353,Мальта,https://api.hh.ru/areas/2353
2372,Марокко,https://api.hh.ru/areas/2372
2229,Мексика,https://api.hh.ru/areas/2229
62,Молдавия,https://api.hh.ru/areas/62
2356,Монако,https://api.hh.ru/areas/2356
2231,Монголия,https://api.hh.ru/areas/2231
2487,Мьянма,https://api.hh.ru/areas/2487
2375,Намибия,https://api.hh.ru/areas/2375
6326,Непал,https://api.hh.ru/areas/6326
240,Нигерия,https://api.hh.ru/areas/240
65,Нидерланды,https://api.hh.ru/areas/65
204,Новая Зеландия,https://api.hh.ru/areas/204
207,Норвегия,https://api.hh.ru/areas/207
208,ОАЭ,https://api.hh.ru/areas/208
6058,Объединенная Республика Танзания,https://api.hh.ru/areas/6058
2364,Оман,https://api.hh.ru/areas/2364
316,Пакистан,https://api.hh.ru/areas/316
2587,Панама,https://api.hh.ru/areas/2587
6327,Парагвай,https://api.hh.ru/areas/6327
2395,Перу,https://api.hh.ru/areas/2395
74,Польша,https://api.hh.ru/areas/74
241,Португалия,https://api.hh.ru/areas/241
2752,Республика Бенин,https://api.hh.ru/areas/2752
6377,Республика Гаити,https://api.hh.ru/areas/6377
2491,Республика Гана,https://api.hh.ru/areas/2491
5131,Республика Гватемала,https://api.hh.ru/areas/5131
2504,Республика Зимбабве,https://api.hh.ru/areas/2504
2669,Республика Камерун,https://api.hh.ru/areas/2669
2453,Республика Кения,https://api.hh.ru/areas/2453
312,Республика Конго,https://api.hh.ru/areas/312
2636,Республика Коста-Рика,https://api.hh.ru/areas/2636
2454,Республика Кот-д’Ивуар,https://api.hh.ru/areas/2454
2635,Республика Куба,https://api.hh.ru/areas/2635
2398,Республика Либерия,https://api.hh.ru/areas/2398
2370,Республика Маврикий,https://api.hh.ru/areas/2370
2488,Республика Мадагаскар,https://api.hh.ru/areas/2488
6337,Республика Малави,https://api.hh.ru/areas/6337
2378,Республика Нигер,https://api.hh.ru/areas/2378
3666,Республика Никарагуа,https://api.hh.ru/areas/3666
2446,Республика Северный Судан,https://api.hh.ru/areas/2446
2367,Республика Сейшельские острова,https://api.hh.ru/areas/2367
2374,Республика Сенегал,https://api.hh.ru/areas/2374
6504,Республика Сьерра-Леоне,https://api.hh.ru/areas/6504
6350,Республика Чад,https://api.hh.ru/areas/6350
6356,Республика Эль-Сальвадор,https://api.hh.ru/areas/6356
2369,Реюньон,https://api.hh.ru/areas/2369
234,Румыния,https://api.hh.ru/areas/234
5048,Сент-Винсент и Гренадины,https://api.hh.ru/areas/5048
146,Сербия,https://api.hh.ru/areas/146
233,Сингапур,https://api.hh.ru/areas/233
317,Сирия,https://api.hh.ru/areas/317
318,Словакия,https://api.hh.ru/areas/318
2105,Словения,https://api.hh.ru/areas/2105
85,США,https://api.hh.ru/areas/85
86,Таджикистан,https://api.hh.ru/areas/86
300,Таиланд,https://api.hh.ru/areas/300
148,Тайвань,https://api.hh.ru/areas/148
6330,Тоголезская Республика,https://api.hh.ru/areas/6330
244,Тунис,https://api.hh.ru/areas/244
93,Туркменистан,https://api.hh.ru/areas/93
94,Турция,https://api.hh.ru/areas/94
4635,Уганда,https://api.hh.ru/areas/4635
2810,Уругвай,https://api.hh.ru/areas/2810
2360,Филиппины,https://api.hh.ru/areas/2360
100,Финляндия,https://api.hh.ru/areas/100
101,Франция,https://api.hh.ru/areas/101
2103,Хорватия,https://api.hh.ru/areas/2103
6448,Центральноафриканская Республика,https://api.hh.ru/areas/6448
5046,Черногория,https://api.hh.ru/areas/5046
199,Чехия,https://api.hh.ru/areas/199
2396,Чили,https://api.hh.ru/areas/2396
108,Швейцария,https://api.hh.ru/areas/108
149,Швеция,https://api.hh.ru/areas/149
239,Шотландия,https://api.hh.ru/areas/239
2511,Шри-Ланка,https://api.hh.ru/areas/2511
242,Эквадор,https://api.hh.ru/areas/242
6328,Эритрея,https://api.hh.ru/areas/6328
109,Эстония,https://api.hh.ru/areas/109
2520,Эфиопия,https://api.hh.ru/areas/2520
211,ЮАР,https://api.hh.ru/areas/211
110,Южная Корея,https://api.hh.ru/areas/110
2524,Южная Осетия,https://api.hh.ru/areas/2524
2440,Ямайка,https://api.hh.ru/areas/2440
111,Япония,https://api.hh.ru/areas/111
